,movieId,viewers,recommand,v_check,wilson_lb
34204,162098,1,0,1,0.0
34205,162100,2,0,2,0.0
40000,162102,5,1,5,0.1998512227909431
34207,162106,1,0,1,0.0
44566,162108,4,2,4,0.4998139765888565
40009,162110,4,0,4,0.0
44887,162112,2,0,2,0.0
44915,162116,2,0,2,0.0
39857,162120,28,11,28,0.39267545540940096
44872,162126,1,0,1,0.0
44819,162128,26,0,26,0.0
44840,162130,6,0,6,0.0
44844,162132,2,2,2,0.9999998615811622
44801,162134,2,2,2,0.9999998615811622
44803,162138,12,8,12,0.6664912590413711
39756,162146,2,1,2,0.4998139765888565
12631,162148,757,325,757,0.42914214201529943
17220,162150,17,9,17,0.5292260593422545
32696,162152,2,0,2,0.0
34059,162154,510,295,510,0.5782476411742701
30000,162156,34,7,34,0.20573195840663208
18950,162158,774,370,774,0.4778503349052494
14743,162160,1,0,1,0.0
18388,162162,3,1,3,0.33315797184765045
44942,162164,1,0,1,0.0
39799,162166,1,0,1,0.0
34139,162168,2,0,2,0.0
26684,162170,14,3,14,0.2141330933803973
19553,162172,36,11,36,0.3053842019523871
45045,162174,1,0,1,0.0
39565,162188,494,114,494,0.2306125153875537
45557,162190,1,0,1,0.0
32353,162192,3,0,3,0.0
34202,162194,1,0,1,0.0
34234,162196,1,0,1,0.0
39546,162198,4,2,4,0.4998139765888565
45466,162200,4,0,4,0.0
39542,162202,19,9,19,0.4734984485865672
27397,162204,6,1,6,0.1665280591343614
45177,162208,9,6,9,0.6664912590413711
15899,162210,4,2,4,0.4998139765888565
34164,162212,1,0,1,0.0
39584,162214,9,0,9,0.0
26786,162216,3,0,3,0.0
39589,162218,5,1,5,0.1998512227909431
45143,162220,5,2,5,0.3998177488663529
45147,162222,3,1,3,0.33315797184765045
39471,162224,3,0,3,0.0
39482,162226,2,0,2,0.0
26757,162228,1,0,1,0.0
45108,162230,4,1,4,0.2498389336012441
39495,162232,9,7,9,0.777623064685451
45086,162234,2,0,2,0.0
45124,162236,1,0,1,0.0
39575,162238,3,1,3,0.33315797184765045
34260,162240,1,0,1,0.0
39946,162242,34,14,34,0.4115816141517216
39982,162244,1,0,1,0.0
23142,162246,2,1,2,0.4998139765888565
44773,162248,1,0,1,0.0
32401,162250,2,0,2,0.0
34235,162252,1,0,1,0.0
39993,162254,1,0,1,0.0
45054,162256,1,0,1,0.0
39896,162258,3,1,3,0.33315797184765045
44683,162260,77,22,77,0.28554624175075455
39901,162262,4,1,4,0.2498389336012441
44665,162264,4,2,4,0.4998139765888565
44657,162266,2,0,2,0.0
29849,162268,7,0,7,0.0
44674,162270,1,1,1,0.9999998615811622
32336,162272,1,0,1,0.0
45363,162274,1,0,1,0.0
32337,162276,10,0,10,0.0
34253,162278,1,0,1,0.0
39912,162280,2,0,2,0.0
45461,162282,5,1,5,0.1998512227909431
39892,162284,1,0,1,0.0
39885,162286,4,0,4,0.0
45564,162288,17,7,17,0.4115816141517216
30256,162290,3,1,3,0.33315797184765045
39920,162292,1,0,1,0.0
45379,162294,11,0,11,0.0
32313,162296,3,0,3,0.0
45380,162298,43,15,43,0.3486599118308873
45334,162300,47,30,47,0.6381190872346604
23025,162302,2,0,2,0.0
26743,162304,1,1,1,0.9999998615811622
43963,162306,1,0,1,0.0
26727,162308,8,1,8,0.1248770089751351
39686,162310,1,0,1,0.0
34198,162312,1,1,1,0.9999998615811622
43924,162314,2,0,2,0.0
17852,162316,11,9,11,0.8180382776794521
39680,162318,953,727,953,0.7626958648288692
39718,162320,1330,307,1330,0.23067033853134034
5911,162322,54,9,54,0.1665280591343614
24931,162324,10,4,10,0.3998177488663529
30084,162326,1,0,1,0.0
44054,162328,1,0,1,0.0
44038,162330,1,1,1,0.9999998615811622
44046,162332,10,7,10,0.6998294790414651
39732,162334,8,3,8,0.3748199009081829
34187,162336,2,1,2,0.4998139765888565
32448,162338,4,2,4,0.4998139765888565
43764,162340,5,0,5,0.0
43736,162342,7,3,7,0.4283873230299386
14600,162344,33,12,33,0.36345741098923845
18581,162346,20,11,20,0.5498149021218333
14827,162348,33,8,33,0.24226483756998232
3770,162350,304,107,304,0.3517960204144688
34181,162352,1,0,1,0.0
34182,162354,4,1,4,0.2498389336012441
18187,162356,9,2,9,0.22206758602924984
34184,162358,2,2,2,0.9999998615811622
39624,162360,8,0,8,0.0
22883,162362,12,4,12,0.33315797184765045
43880,162364,4,0,4,0.0
43851,162366,3,1,3,0.33315797184765045
27521,162368,2,0,2,0.0
45322,162372,21,7,21,0.33315797184765045
30300,162374,21,1,21,0.04753987954706845
39517,162378,1,0,1,0.0
24800,162380,1,0,1,0.0
27488,162382,2,0,2,0.0
30102,162384,10,2,10,0.1998512227909431
34148,162386,11,5,11,0.4543602077125543
39512,162388,4,2,4,0.4998139765888565
34150,162390,1,1,1,0.9999998615811622
39513,162392,1,1,1,0.9999998615811622
39514,162394,2,0,2,0.0
11773,162396,6,2,6,0.33315797184765045
39519,162398,2,2,2,0.9999998615811622
39697,162400,7,4,7,0.5712444461129617
45239,162402,9,4,9,0.4442595805818986
45248,162404,4,1,4,0.2498389336012441
39701,162406,1,0,1,0.0
39703,162408,148,67,148,0.45251751999001416
34145,162410,27,17,27,0.6294499488308324
39601,162412,6,5,6,0.8331946335218028
2856,162414,2194,1157,2194,0.5271615621042759
19413,162416,1,1,1,0.9999998615811622
14077,162418,4,1,4,0.2498389336012441
24822,162420,4,0,4,0.0
27509,162422,9,6,9,0.6664912590413711
30118,162424,7,5,7,0.714117610999824
39691,162426,831,252,831,0.3030781089474543
39694,162428,7,2,7,0.28554624175075455
39696,162430,5,2,5,0.3998177488663529
34838,162434,3,0,3,0.0
30071,162436,1,0,1,0.0
44201,162438,228,142,228,0.6226266754572833
44204,162440,1,0,1,0.0
32451,162442,1,1,1,0.9999998615811622
44271,162444,5,3,5,0.5998177211825851
40372,162446,2,1,2,0.4998139765888565
19627,162448,4,0,4,0.0
32519,162450,1,1,1,0.9999998615811622
26734,162452,7,0,7,0.0
44127,162454,2,0,2,0.0
32540,162456,399,129,399,0.3231342742201578
32536,162458,2,2,2,0.9999998615811622
16593,162460,6,2,6,0.33315797184765045
34835,162462,7,1,7,0.14272700301519542
21628,162464,4,0,4,0.0
34883,162468,1,0,1,0.0
22827,162470,5,0,5,0.0
28766,162472,8,0,8,0.0
30275,162474,39,24,39,0.6152035970502518
7234,162478,463,51,463,0.11003476213849049
40357,162480,2,1,2,0.4998139765888565
32358,162482,21,14,21,0.6664912590413711
43881,162484,4,0,4,0.0
32348,162488,1,0,1,0.0
39636,162498,1,0,1,0.0
32484,162500,4,0,4,0.0
44318,162502,9,4,9,0.4442595805818986
44437,162512,38,15,38,0.3945550023851784
44450,162514,16,4,16,0.2498389336012441
44500,162520,1,0,1,0.0
40389,162530,1,1,1,0.9999998615811622
32469,162536,2,0,2,0.0
20922,162540,132,15,132,0.11351834094212303
18152,162542,5,1,5,0.1998512227909431
44282,162544,2,0,2,0.0
28643,162546,1,0,1,0.0
44109,162554,18,3,18,0.1665280591343614
32465,162556,1,0,1,0.0
47316,162564,4,3,4,0.7498388643918251
17362,162566,1,0,1,0.0
26669,162568,1,0,1,0.0
32733,162570,1,0,1,0.0
24400,162572,2,0,2,0.0
34783,162574,4,2,4,0.4998139765888565
16626,162576,11,3,11,0.2725616087512901
2880,162578,449,55,449,0.12237250653697919
47468,162580,15,5,15,0.33315797184765045
34796,162582,2,2,2,0.9999998615811622
30805,162584,1,1,1,0.9999998615811622
28547,162586,3,0,3,0.0
40435,162588,4,0,4,0.0
6346,162590,142,51,142,0.3589764585994595
9362,162592,24,8,24,0.33315797184765045
8112,162594,186,88,186,0.472932528925248
10821,162596,3,0,3,0.0
4496,162598,134,78,134,0.5819060417007312
3342,162600,1254,440,1254,0.350699656293497
4150,162602,105,56,105,0.5331477191538699
15207,162604,43,4,43,0.09291524554365864
2542,162606,315,183,315,0.580768800656207
16001,162608,23,4,23,0.17377206995538766
22927,162610,84,42,84,0.4998139765888565
40111,162612,4,2,4,0.4998139765888565
47610,162614,7,3,7,0.4283873230299386
40116,162616,3,2,3,0.6664912590413711
40289,162618,4,0,4,0.0
26711,162620,15,3,15,0.1998512227909431
47630,162622,1,0,1,0.0
47408,162624,2749,1963,2749,0.7139097065703638
32335,162626,4,0,4,0.0
32322,162628,6,0,6,0.0
20924,162632,59,23,59,0.389649072142607
17442,162634,17,2,17,0.1175272420678634
40348,162636,2,0,2,0.0
24634,162638,29,11,29,0.3791298386761234
32378,162640,10,7,10,0.6998294790414651
34863,162642,3,1,3,0.33315797184765045
47404,162644,4,1,4,0.2498389336012441
34864,162646,1,0,1,0.0
32417,162648,1,1,1,0.9999998615811622
24824,162650,5,0,5,0.0
34867,162652,3,0,3,0.0
29858,162654,1,0,1,0.0
32720,162656,1,0,1,0.0
40563,162658,2,0,2,0.0
15478,162660,15,4,15,0.2665021736660294
32606,162662,2,1,2,0.4998139765888565
29793,162664,1,0,1,0.0
26690,162666,1,0,1,0.0
24921,162668,1,1,1,0.9999998615811622
40513,162670,1,0,1,0.0
24902,162672,1,0,1,0.0
47331,162674,5,3,5,0.5998177211825851
21704,162676,45,3,45,0.06657392184605718
40547,162678,11,4,11,0.36345741098923845
22211,162682,160,22,160,0.13737192675358517
34966,162698,1,0,1,0.0
46994,162702,2,0,2,0.0
47040,162704,1,1,1,0.9999998615811622
47031,162710,55,11,55,0.1998512227909431
47030,162712,4,2,4,0.4998139765888565
34962,162714,1,0,1,0.0
17655,162716,5,1,5,0.1998512227909431
30535,162718,1,0,1,0.0
47017,162720,3,0,3,0.0
31921,162722,4,2,4,0.4998139765888565
40154,162724,2,0,2,0.0
14237,162726,33,21,33,0.636184645965919
34959,162728,1,1,1,0.9999998615811622
12271,162730,4,0,4,0.0
20386,162732,5,1,5,0.1998512227909431
28994,162736,10,6,10,0.5998177211825851
8309,162738,36,6,36,0.1665280591343614
32247,162740,1,0,1,0.0
34955,162744,2,0,2,0.0
40224,162746,4,2,4,0.4998139765888565
47238,162748,1,0,1,0.0
47020,162750,1,0,1,0.0
34811,162752,1,1,1,0.9999998615811622
47533,162754,6,3,6,0.4998139765888565
47485,162756,125,22,125,0.17585836190741208
40088,162758,7,0,7,0.0
34814,162760,7,1,7,0.14272700301519542
32622,162762,5,0,5,0.0
47505,162764,3,1,3,0.33315797184765045
47502,162766,1,0,1,0.0
40140,162768,1,1,1,0.9999998615811622
31989,162774,1,1,1,0.9999998615811622
26726,162776,7,3,7,0.4283873230299386
47515,162778,2,0,2,0.0
34810,162780,231,111,231,0.4803336010466952
47548,162782,1,0,1,0.0
47078,162794,1,1,1,0.9999998615811622
47529,162798,87,38,87,0.43659708743446096
40029,162800,4,3,4,0.7498388643918251
46970,162802,5,2,5,0.3998177488663529
47099,162806,4,3,4,0.7498388643918251
26859,162808,4,1,4,0.2498389336012441
32042,162810,1,0,1,0.0
32023,162812,1,0,1,0.0
30382,162814,6,2,6,0.33315797184765045
32183,162816,2,1,2,0.4998139765888565
34986,162818,14,3,14,0.2141330933803973
32179,162820,3,0,3,0.0
34988,162822,13,7,13,0.5382760609082061
32151,162824,4,0,4,0.0
28632,162826,10,2,10,0.1998512227909431
7263,162828,446,53,446,0.11871374165453313
23515,162830,1,0,1,0.0
34917,162832,8,2,8,0.2498389336012441
32166,162834,1,0,1,0.0
48145,162836,2,0,2,0.0
32186,162838,1,0,1,0.0
11504,162842,46,7,46,0.1520403259117509
24425,162844,75,17,75,0.22651093773402217
28886,162846,2,1,2,0.4998139765888565
40236,162848,4,0,4,0.0
24868,162850,102,46,102,0.45079527168890643
40285,162852,5,0,5,0.0
48008,162854,78,38,78,0.4869935267046705
40266,162856,2,1,2,0.4998139765888565
34915,162858,1,0,1,0.0
32142,162860,1,0,1,0.0
48118,162862,1,0,1,0.0
14557,162864,2,0,2,0.0
29585,162866,2,0,2,0.0
26830,162868,6,0,6,0.0
22203,162870,1,0,1,0.0
28552,162872,2,0,2,0.0
47992,162874,14,4,14,0.28554624175075455
34911,162876,3,0,3,0.0
26832,162878,11,3,11,0.2725616087512901
28778,162880,2,0,2,0.0
10649,162882,10,2,10,0.1998512227909431
47277,162884,6,4,6,0.6664912590413711
47293,162886,5,0,5,0.0
47290,162888,3,1,3,0.33315797184765045
34985,162890,10,0,10,0.0
29013,162892,37,12,37,0.32415018539647794
47231,162894,3,2,3,0.6664912590413711
40223,162896,969,297,969,0.3063300461137915
32255,162898,1,0,1,0.0
28976,162900,2,0,2,0.0
47162,162902,6,2,6,0.33315797184765045
47158,162904,2,1,2,0.4998139765888565
47153,162906,4,1,4,0.2498389336012441
40278,162908,5,1,5,0.1998512227909431
47270,162910,301,101,301,0.33537252180295696
34997,162912,2,1,2,0.4998139765888565
40157,162914,1,0,1,0.0
28409,162916,1,0,1,0.0
47193,162918,11,5,11,0.4543602077125543
40176,162920,7,2,7,0.28554624175075455
32260,162922,9,0,9,0.0
28992,162924,1,0,1,0.0
47139,162926,2,0,2,0.0
34992,162928,20,11,20,0.5498149021218333
34994,162930,1,0,1,0.0
47129,162932,11,4,11,0.36345741098923845
47185,162934,1,1,1,0.9999998615811622
47178,162936,2,2,2,0.9999998615811622
40167,162938,5,3,5,0.5998177211825851
47192,162940,12,3,12,0.2498389336012441
40155,162942,5,2,5,0.3998177488663529
40380,162944,21,5,21,0.2379368130130828
34944,162946,2,0,2,0.0
34945,162948,8,0,8,0.0
33393,162950,3,0,3,0.0
34946,162952,1,0,1,0.0
48151,162956,2,1,2,0.4998139765888565
48170,162958,1,1,1,0.9999998615811622
47748,162960,3,2,3,0.6664912590413711
34936,162962,1,0,1,0.0
39609,162964,2,0,2,0.0
48197,162966,1,1,1,0.9999998615811622
21202,162968,1,0,1,0.0
28464,162970,1,0,1,0.0
39650,162972,2,1,2,0.4998139765888565
34943,162974,2,0,2,0.0
39502,162976,5,3,5,0.5998177211825851
39695,162978,5,3,5,0.5998177211825851
39690,162980,5,2,5,0.3998177488663529
14165,162982,9,1,9,0.11099424189228674
28440,162984,4,1,4,0.2498389336012441
39736,162986,2,0,2,0.0
26511,162988,3,1,3,0.33315797184765045
17643,162990,13,4,13,0.3075206203912732
33476,162992,1,1,1,0.9999998615811622
39470,162994,50,4,50,0.07989912434645245
47774,162996,5,2,5,0.3998177488663529
33416,162998,11,3,11,0.2725616087512901
21848,163000,1,0,1,0.0
33438,163002,30,8,30,0.2665021736660294
34928,163004,8,0,8,0.0
15969,163006,5,3,5,0.5998177211825851
40124,163008,1,0,1,0.0
48159,163010,41,10,41,0.24374270470664872
48033,163014,2,1,2,0.4998139765888565
48029,163016,1,1,1,0.9999998615811622
48026,163018,1,0,1,0.0
14757,163020,36,9,36,0.2498389336012441
16066,163022,116,34,116,0.2929341266022005
34892,163024,2,0,2,0.0
24881,163026,11,5,11,0.4543602077125543
48251,163028,2,1,2,0.4998139765888565
40478,163030,13,4,13,0.3075206203912732
34896,163032,1,0,1,0.0
28602,163034,750,226,750,0.30116265191645136
40149,163036,4,1,4,0.2498389336012441
48269,163038,2,2,2,0.9999998615811622
33351,163040,1,0,1,0.0
40438,163042,2,0,2,0.0
40512,163044,2,0,2,0.0
48312,163046,22,4,22,0.18167472940053078
26487,163048,5,1,5,0.1998512227909431
21729,163052,17,5,17,0.29394815424304466
40454,163054,52,21,52,0.4036636159307805
9945,163056,23594,14417,23594,0.6108637879280852
48180,163058,3,2,3,0.6664912590413711
17804,163060,2,0,2,0.0
24945,163062,3,0,3,0.0
22200,163064,16,7,16,0.43731544426950414
13832,163066,6,2,6,0.33315797184765045
33346,163068,2,0,2,0.0
20967,163070,1,0,1,0.0
9556,163072,3,1,3,0.33315797184765045
20919,163076,5,1,5,0.1998512227909431
47972,163078,27,8,27,0.29612643925771487
47968,163080,5,1,5,0.1998512227909431
41270,163088,29,4,29,0.13780279258244985
16168,163092,316,63,316,0.19921848838204462
14687,163094,9,5,9,0.5553706763131389
41296,163096,1,0,1,0.0
32805,163102,30,3,30,0.09988844130711626
47851,163104,1,1,1,0.9999998615811622
47823,163106,2,0,2,0.0
41342,163108,1,0,1,0.0
47812,163110,1,0,1,0.0
10274,163112,978,483,978,0.49367902211646564
47841,163116,3,0,3,0.0
15922,163118,4735,2617,4735,0.552507719008602
47855,163120,1,1,1,0.9999998615811622
20525,163122,2,0,2,0.0
22660,163124,170,33,170,0.19397053747308196
32863,163126,1,0,1,0.0
29147,163128,2,1,2,0.4998139765888565
41156,163132,4,1,4,0.2498389336012441
3529,163134,296,98,296,0.3309060184205847
20065,163136,3,0,3,0.0
47650,163138,1,0,1,0.0
28714,163140,2,0,2,0.0
39583,163142,15,7,15,0.4664810617151259
32929,163144,3,2,3,0.6664912590413711
47668,163146,6,0,6,0.0
47663,163148,3,0,3,0.0
47783,163150,2,0,2,0.0
47686,163152,13,8,13,0.6152035970502518
29336,163154,4,2,4,0.4998139765888565
47893,163178,1,0,1,0.0
47911,163190,2,2,2,0.9999998615811622
39753,163194,5,0,5,0.0
45984,163202,1,0,1,0.0
33050,163206,2,0,2,0.0
28498,163208,8,1,8,0.1248770089751351
40760,163218,2,2,2,0.9999998615811622
46016,163228,2,1,2,0.4998139765888565
46218,163236,2,0,2,0.0
40823,163238,6,1,6,0.1665280591343614
40821,163240,3,1,3,0.33315797184765045
46220,163242,26,13,26,0.4998139765888565
40721,163246,1112,463,1112,0.41618351537988924
40576,163250,17,3,17,0.1763288013059125
46261,163254,4,0,4,0.0
46212,163262,1,0,1,0.0
47638,163272,5,0,5,0.0
34633,163274,2,1,2,0.4998139765888565
46042,163280,3,1,3,0.33315797184765045
33119,163286,1,0,1,0.0
46062,163292,1,1,1,0.9999998615811622
46058,163294,2,2,2,0.9999998615811622
34620,163296,3,0,3,0.0
46091,163298,2,0,2,0.0
46106,163300,1,0,1,0.0
33213,163302,1,0,1,0.0
34622,163304,11,2,11,0.18167472940053078
34624,163306,6,3,6,0.4998139765888565
30603,163308,1,0,1,0.0
41530,163310,4,2,4,0.4998139765888565
20406,163312,44,23,44,0.522541438442531
28639,163314,69,34,69,0.4925676203174908
45968,163316,1,0,1,0.0
33194,163318,2,0,2,0.0
45738,163328,2,0,2,0.0
45732,163332,11,10,11,0.9089838965086988
45768,163334,1,0,1,0.0
45764,163336,2,0,2,0.0
45628,163352,3,1,3,0.33315797184765045
45684,163354,2,0,2,0.0
37967,163366,13,4,13,0.3075206203912732
45613,163370,3,1,3,0.33315797184765045
23368,163376,4,0,4,0.0
29666,163382,4,0,4,0.0
45683,163384,5,3,5,0.5998177211825851
10810,163386,46,7,46,0.1520403259117509
26540,163388,2,2,2,0.9999998615811622
34567,163390,13,1,13,0.07682399639082814
30877,163392,2,1,2,0.4998139765888565
40699,163396,19,2,19,0.10514903425102648
31809,163398,1,0,1,0.0
40633,163400,15,3,15,0.1998512227909431
34516,163412,14,2,14,0.14272700301519542
46115,163414,4,0,4,0.0
46146,163420,2,2,2,0.9999998615811622
28653,163422,23,13,23,0.5650329480838733
30724,163424,10,4,10,0.3998177488663529
24759,163426,807,373,807,0.46202021414049255
41078,163428,6,1,6,0.1665280591343614
41066,163430,4,1,4,0.2498389336012441
34524,163432,15,0,15,0.0
46155,163434,7,2,7,0.28554624175075455
41108,163436,4,1,4,0.2498389336012441
34529,163438,58,33,58,0.568781262326206
40923,163440,2,0,2,0.0
45701,163442,3,0,3,0.0
34546,163444,11,0,11,0.0
45691,163446,3,0,3,0.0
40956,163448,2,1,2,0.4998139765888565
26596,163450,1,0,1,0.0
40866,163452,1,1,1,0.9999998615811622
30966,163454,18,9,18,0.4998139765888565
24803,163456,199,71,199,0.3566057102926906
37473,163458,3,0,3,0.0
24816,163460,96,37,96,0.3852356097193701
31457,163462,52,26,52,0.4998139765888565
16202,163464,57,29,57,0.5085859338292118
27071,163466,3,0,3,0.0
34729,163468,1,0,1,0.0
27059,163470,2,0,2,0.0
34718,163472,1,1,1,0.9999998615811622
21997,163474,15,2,15,0.1332069124762694
28584,163476,1,0,1,0.0
26949,163478,2,0,2,0.0
31531,163480,3,1,3,0.33315797184765045
37521,163482,8,1,8,0.1248770089751351
37565,163484,2,0,2,0.0
37709,163488,1,0,1,0.0
46756,163490,1,0,1,0.0
29550,163492,1,0,1,0.0
34714,163494,16,4,16,0.2498389336012441
16703,163496,3,0,3,0.0
46778,163498,2,2,2,0.9999998615811622
37428,163502,2,0,2,0.0
14956,163504,527,183,527,0.34707146814430484
37778,163506,7,1,7,0.14272700301519542
12208,163508,555,158,555,0.2845168231001705
16513,163510,41,10,41,0.24374270470664872
11302,163512,17,6,17,0.3527634013738062
28609,163514,1,0,1,0.0
37726,163517,2,0,2,0.0
31755,163519,2,0,2,0.0
31581,163521,14,0,14,0.0
34559,163523,10,0,10,0.0
28749,163525,2,0,2,0.0
20539,163527,35,19,35,0.5426717981247418
23483,163529,1,0,1,0.0
29406,163531,80,31,80,0.3873187620305875
24894,163533,2,1,2,0.4998139765888565
18951,163535,3,1,3,0.33315797184765045
45907,163537,3,1,3,0.33315797184765045
31564,163539,6,1,6,0.1665280591343614
18327,163541,380,241,380,0.634031311071947
38355,163543,7,1,7,0.14272700301519542
15719,163547,19,1,19,0.05254856395452002
45926,163549,3,0,3,0.0
45899,163551,1,0,1,0.0
24053,163553,23,3,23,0.13030953539245638
23889,163555,4,1,4,0.2498389336012441
38327,163557,2,1,2,0.4998139765888565
38317,163559,2,0,2,0.0
21332,163561,5881,1964,5881,0.33378136665569197
29424,163563,5,1,5,0.1998512227909431
34553,163565,12,1,12,0.08323056268217739
34554,163567,11,10,11,0.9089838965086988
26918,163569,9,1,9,0.11099424189228674
22096,163571,264,103,264,0.3899700518384129
29273,163573,48,16,48,0.33315797184765045
31480,163576,6,1,6,0.1665280591343614
45773,163583,6,2,6,0.33315797184765045
15165,163585,8,0,8,0.0
17166,163587,7,2,7,0.28554624175075455
46791,163589,8,3,8,0.3748199009081829
30408,163591,35,5,35,0.14272700301519542
46811,163593,2,2,2,0.9999998615811622
39024,163595,1,0,1,0.0
46820,163597,1,0,1,0.0
39028,163599,1,0,1,0.0
46842,163601,9,1,9,0.11099424189228674
46837,163603,5,1,5,0.1998512227909431
30459,163605,1,0,1,0.0
30354,163615,27,8,27,0.29612643925771487
24935,163617,2,0,2,0.0
31153,163625,2,0,2,0.0
28391,163631,4,1,4,0.2498389336012441
46434,163633,7,4,7,0.5712444461129617
46407,163635,1,1,1,0.9999998615811622
39217,163637,3,1,3,0.33315797184765045
30680,163639,5,1,5,0.1998512227909431
39208,163641,8,3,8,0.3748199009081829
34662,163643,2,0,2,0.0
